municipal,name,website,medium
Boonton Town,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
Boonton Town,WLIW-TV,https://www.wliw.org/,Television
Boonton Town,WLVT-TV,https://www.wlvt.org/,Television
Boonton Town,WNDT-CD,no website,Television
Boonton Town,WNYC-FM,https://www.wnyc.org/,Radio
Boonton Township,"Citizen (of Morris County), The",http://www.newjerseyhills.com/the_citizen/,Newspaper
Boonton Township,Daily Record,http://www.dailyrecord.com/,Newspaper
Boonton Township,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
Boonton Township,WLIW-TV,https://www.wliw.org/,Television
Boonton Township,WLVT-TV,https://www.wlvt.org/,Television
Boonton Township,WNDT-CD,no website,Television
Boonton Township,WNYC-FM,https://www.wnyc.org/,Radio
Bordentown City,Courier Post,https://www.courierpostonline.com/,Newspaper
Bordentown City,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
Bordentown City,Philadelphia (magazine),http://www.phillymag.com/,Magazine
Bordentown City,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
Bordentown City,WLIW-TV,https://www.wliw.org/,Television
Bordentown City,WLVT-TV,https://www.wlvt.org/,Television
Bordentown City,WNDT-CD,no website,Television
Bordentown Township,Bordentown Current,https://communitynews.org/bordentown-current/,Newspaper
Bordentown Township,Burlington County Times,http://www.burlingtoncountytimes.com/,Newspaper
Bordentown Township,Courier Post,https://www.courierpostonline.com/,Newspaper
Bordentown Township,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
Bordentown Township,Philadelphia (magazine),http://www.phillymag.com/,Magazine
Bordentown Township,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
Bordentown Township,WLIW-TV,https://www.wliw.org/,Television
Bordentown Township,WLVT-TV,https://www.wlvt.org/,Television
Bordentown Township,WNDT-CD,no website,Television
Bound Brook Borough,Courier News,http://www.mycentraljersey.com/news/courier-news/,Newspaper
Bound Brook Borough,WLIW-TV,https://www.wliw.org/,Television
Bound Brook Borough,WLVT-TV,https://www.wlvt.org/,Television
Bound Brook Borough,WNDT-CD,no website,Television
Bound Brook Borough,WNYC-FM,https://www.wnyc.org/,Radio
Bradley Beach Borough,Atlantic Highlands Herald,http://www.ahherald.com/,Digital-first (online)
Bradley Beach Borough,"Coast Star, The",https://starnewsgroup.com/the-coast-star-e-edition/,Newspaper
Bradley Beach Borough,"Coaster, The",http://thecoaster.net/wordpress/,Newspaper
Bradley Beach Borough,"Link News, The",http://thelinknews.net,Newspaper
Bradley Beach Borough,"Monmouth Journal, The",http://www.themonmouthjournal.com,Newspaper
Bradley Beach Borough,More Monmouth Musings,http://www.moremonmouthmusings.net/,Digital-first (online)
Bradley Beach Borough,"Ocean Star, The",https://starnewsgroup.com/the-ocean-star-e-edition/,Newspaper
Bradley Beach Borough,WLIW-TV,https://www.wliw.org/,Television
Bradley Beach Borough,WNDT-CD,no website,Television
Bradley Beach Borough,WNYC-FM,https://www.wnyc.org/,Radio
Branchburg Township,"Branchburg News, The",(no website),Newspaper
Branchburg Township,Courier News,http://www.mycentraljersey.com/news/courier-news/,Newspaper
Branchburg Township,WDVR-FM,https://www.pennjerseyradio.org/,Radio
Branchburg Township,WLIW-TV,https://www.wliw.org/,Television
Branchburg Township,WLVT-TV,https://www.wlvt.org/,Television
Branchburg Township,WNDT-CD,no website,Television
Branchburg Township,WNYC-FM,https://www.wnyc.org/,Radio
Branchville Borough,New Jersey Herald,http://www.njherald.com/,Newspaper
Branchville Borough,recordonline.com/Times Herald Record,https://www.recordonline.com/,Newspaper
Branchville Borough,WLIW-TV,https://www.wliw.org/,Television
Branchville Borough,WLVT-TV,https://www.wlvt.org/,Television
Branchville Borough,WNDT-CD,no website,Television
Brick Township,Brick Shorebeat,http://brick.shorebeat.com,Digital-first (online)
Brick Township,"Brick Times, The",(no website),Newspaper
Brick Township,"Manchester Times, The",https://www.jerseyshoreonline.com/themanchestertimes/,Newspaper
Brick Township,"Ocean Star, The",https://starnewsgroup.com/the-ocean-star-e-edition/,Newspaper
Brick Township,Patch-Brick,http://patch.com/new-jersey/brick,Digital-first (online)
Brick Township,"SandPaper, The",http://www.thesandpaper.net,Magazine
Brick Township,WLIW-TV,https://www.wliw.org/,Television
Brick Township,WNDT-CD,no website,Television
Bridgeton City,Daily Journal,http://www.thedailyjournal.com/,Newspaper
Bridgeton City,Reminder USA,http://www.reminderusa.net/,Newspaper
Bridgeton City,SNJ Today,http://www.snjtoday.com/,Digital-first (online)
Bridgewater Township,Courier News,http://www.mycentraljersey.com/news/courier-news/,Newspaper
Bridgewater Township,Jersey Access Group: Bridgwater-Raritan HS,no website,Television
Bridgewater Township,Patch-Bridgewater,http://patch.com/new-jersey/bridgewater,Digital-first (online)
Bridgewater Township,Somerset County Community News,no website,Newspaper
Bridgewater Township,TAP into the Breeze (Bridgewater/Raritan),https://www.tapinto.net/towns/bridgewater-slash-raritan/,Digital-first (online)
Bridgewater Township,WLIW-TV,https://www.wliw.org/,Television
Bridgewater Township,WLVT-TV,https://www.wlvt.org/,Television
Bridgewater Township,WNDT-CD,no website,Television
Bridgewater Township,WNYC-FM,https://www.wnyc.org/,Radio
Brielle Borough,Atlantic Highlands Herald,http://www.ahherald.com/,Digital-first (online)
Brielle Borough,"Coast Star, The",https://starnewsgroup.com/the-coast-star-e-edition/,Newspaper
Brielle Borough,"Link News, The",http://thelinknews.net,Newspaper
Brielle Borough,"Monmouth Journal, The",http://www.themonmouthjournal.com,Newspaper
Brielle Borough,More Monmouth Musings,http://www.moremonmouthmusings.net/,Digital-first (online)
Brielle Borough,"Ocean Star, The",https://starnewsgroup.com/the-ocean-star-e-edition/,Newspaper
Brielle Borough,WLIW-TV,https://www.wliw.org/,Television
Brielle Borough,WNDT-CD,no website,Television
Brigantine City,Brigantine Now,https://brigantinenow.com/,Digital-first (online)
Brigantine City,"Brigantine Times, The",https://www.brigantinetimes.com/,Newspaper
Brigantine City,"Press of Atlantic City, The",http://www.pressofatlanticcity.com/,Newspaper
Brigantine City,Route 40,http://rtforty.com,Digital-first (online)
Brigantine City,Shore Local,https://www.shorelocalnews.com/,Magazine
Brooklawn Borough,Courier Post,https://www.courierpostonline.com/,Newspaper
Brooklawn Borough,Gloucester City News,no website,Newspaper
Brooklawn Borough,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
Brooklawn Borough,Philadelphia (magazine),http://www.phillymag.com/,Magazine
Brooklawn Borough,"Retrospect, The",http://www.theretrospect.com,Newspaper
Brooklawn Borough,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
Brooklawn Borough,South Jersey Observer,https://southjerseyobserver.com/,Digital-first (online)
Brooklawn Borough,WLVT-TV,https://www.wlvt.org/,Television
Brooklawn Borough,CNB News,https://www.gloucestercitynews.net/,Digital-first (online)
Buena Borough,"Press of Atlantic City, The",http://www.pressofatlanticcity.com/,Newspaper
Buena Vista Township,"Press of Atlantic City, The",http://www.pressofatlanticcity.com/,Newspaper
Burlington City,Beverly Bee,(no website),Magazine
Burlington City,Burlington County Times,http://www.burlingtoncountytimes.com/,Newspaper
Burlington City,Courier Post,https://www.courierpostonline.com/,Newspaper
Burlington City,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
Burlington City,Philadelphia (magazine),http://www.phillymag.com/,Magazine
Burlington City,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
Burlington City,WLVT-TV,https://www.wlvt.org/,Television
Burlington Township,"Burlington Twp Sun, The",https://burlingtontownshipsun.com/,Newspaper
Burlington Township,Courier Post,https://www.courierpostonline.com/,Newspaper
Burlington Township,Jersey Access Group: North Burlington School District,no website,Television
Burlington Township,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
Burlington Township,Philadelphia (magazine),http://www.phillymag.com/,Magazine
Burlington Township,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
Burlington Township,WLVT-TV,https://www.wlvt.org/,Television
Butler Borough,Daily Record,http://www.dailyrecord.com/,Newspaper
Butler Borough,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
Butler Borough,"My Paper Online/HomeTown Life- Pompton Lakes, Bloomingdale, Riverdale, Butler, Kinnelon, Smokerise",https://www.mypaperonline.com/category/pompton-laks-bloomingdale-riverdale-butler-kinnelon-smokerise,Newspaper
Butler Borough,Patch-Tri-Boro,https://patch.com/new-jersey/triboro,Digital-first (online)
Butler Borough,WLIW-TV,https://www.wliw.org/,Television
Butler Borough,WLVT-TV,https://www.wlvt.org/,Television
Butler Borough,WNDT-CD,no website,Television
Butler Borough,WNYC-FM,https://www.wnyc.org/,Radio
Byram Township,New Jersey Herald,http://www.njherald.com/,Newspaper
Byram Township,recordonline.com/Times Herald Record,https://www.recordonline.com/,Newspaper
Byram Township,Township Journal,http://www.townshipjournal.com/,Newspaper
Byram Township,WLIW-TV,https://www.wliw.org/,Television
Byram Township,WLVT-TV,https://www.wlvt.org/,Television
Byram Township,WNDT-CD,no website,Television
Caldwell Borough,Caldwell News/Caldwell Life,https://www.mypaperonline.com/category/caldwell-news,Newspaper
Caldwell Borough,Essex News Daily,https://essexnewsdaily.com/,Newspaper
Caldwell Borough,"Jersey Tomato Press, The",http://thejerseytomatopress.com/,Digital-first (online)
Caldwell Borough,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
Caldwell Borough,Local Talk News,no website,Newspaper
Caldwell Borough,Patch-Caldwells,http://patch.com/new-jersey/caldwells,Digital-first (online)
Caldwell Borough,"Progress, The",http://www.newjerseyhills.com/the_progress/,Newspaper
Caldwell Borough,"Star-Ledger, The",http://www.nj.com/starledger/,Newspaper
Caldwell Borough,WBGO-FM,https://www.wbgo.org/category/news,Radio
Caldwell Borough,WLIW-TV,https://www.wliw.org/,Television
Caldwell Borough,WLVT-TV,https://www.wlvt.org/,Television
Caldwell Borough,WNDT-CD,no website,Television
Caldwell Borough,WNYC-FM,https://www.wnyc.org/,Radio
Califon Borough,Hunterdon County Democrat,http://www.nj.com/hunterdon-county-democrat/,Newspaper
Califon Borough,"Hunterdon County News, The",https://thehunterdoncountynews.com/,Digital-first (online)
Califon Borough,Hunterdon Review,http://www.newjerseyhills.com/hunterdon_review/,Newspaper
Califon Borough,WDVR-FM,https://www.pennjerseyradio.org/,Radio
Califon Borough,WLIW-TV,https://www.wliw.org/,Television
Califon Borough,WLVT-TV,https://www.wlvt.org/,Television
Califon Borough,WNDT-CD,no website,Television
Camden City,AfroPhilly,http://www.afrophilly.com/,Digital-first (online)
Camden City,Anointed News Journal,http://www.anointedonline.net/,Newspaper
Camden City,Campus Press,https://www.camdencc.edu/student_life/campus-press/,Newspaper
Camden City,Courier Post,https://www.courierpostonline.com/,Newspaper
Camden City,"Gleaner, The",no website,Newspaper
Camden City,Jewish Community Voice,http://www.jewishvoicesnj.org/,Newspaper
Camden City,Philadelphia (magazine),http://www.phillymag.com/,Magazine
Camden City,Philadelphia Business Journal,http://www.pbj.com/,Newspaper
Camden City,Philadelphia Gay News,http://www.epgn.com/,Newspaper
Camden City,"Retrospect, The",http://www.theretrospect.com,Newspaper
Camden City,Scoop Usa,no website,Newspaper
Camden City,SNJ Today,http://www.snjtoday.com/,Digital-first (online)
Camden City,South Jersey Biz,https://www.southjerseybiz.net/,Magazine
Camden City,TAP into Camden,https://www.tapinto.net/towns/camden/,Digital-first (online)
Camden City,WLVT-TV,https://www.wlvt.org/,Television
Camden City,CNB News,https://www.gloucestercitynews.net/,Digital-first (online)
Cape May City,Cape May County Herald,http://www.capemaycountyherald.com/,Newspaper
Cape May City,Cape May Star and Wave,http://www.starandwave.com,Newspaper
Cape May City,"Press of Atlantic City, The",http://www.pressofatlanticcity.com/,Newspaper
Cape May City,"Upper Township Gazette, The",https://www.pressofatlanticcity.com/currents_gazettes/upper_township/,Newspaper
Cape May City,WNJZ-FM,no website,Radio
Cape May City,CNB News,https://www.gloucestercitynews.net/,Digital-first (online)
Cape May Point Borough,Cape May County Herald,http://www.capemaycountyherald.com/,Newspaper
Cape May Point Borough,Cape May Star and Wave,http://www.starandwave.com,Newspaper
Cape May Point Borough,"Press of Atlantic City, The",http://www.pressofatlanticcity.com/,Newspaper
Carlstadt Borough,201,http://www.201magazine.com/#201magazine,Magazine
Carlstadt Borough,Bergenfield Daily Voice,https://dailyvoice.com/new-jersey/bergenfield,Digital-first (online)
Carlstadt Borough,"Gazette Newspaper, The",http://www.the-gazette-newspaper.com/,Newspaper
Carlstadt Borough,Jewish Standard,http://jewishstandard.timesofisrael.com/,Newspaper
Carlstadt Borough,"Paramus Post, The",http://www.paramuspost.com/,Newspaper
Carlstadt Borough,"Record, The",no website,Newspaper
Carlstadt Borough,"Rutherford-Carlstadt-East Rutherford Daily Voice
",https://dailyvoice.com/new-jersey/rutherford,Digital-first (online)
Carlstadt Borough,"Star-Ledger, The",http://www.nj.com/starledger/,Newspaper
Carlstadt Borough,WBGO-FM,https://www.wbgo.org/category/news,Radio
Carlstadt Borough,WLIW-TV,https://www.wliw.org/,Television
Carlstadt Borough,WNDT-CD,no website,Television
Carlstadt Borough,WNYC-FM,https://www.wnyc.org/,Radio
Carneys Point Township,WLVT-TV,https://www.wlvt.org/,Television
Carteret Borough,Jersey Access Group: Carteret Borough,no website,Television
Carteret Borough,WBGO-FM,https://www.wbgo.org/category/news,Radio
Carteret Borough,WLIW-TV,https://www.wliw.org/,Television
Carteret Borough,WLVT-TV,https://www.wlvt.org/,Television
Carteret Borough,WNDT-CD,no website,Television
Carteret Borough,WNYC-FM,https://www.wnyc.org/,Radio
Cedar Grove Township,Essex News Daily,https://essexnewsdaily.com/,Newspaper
Cedar Grove Township,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
Cedar Grove Township,Local Talk News,no website,Newspaper
Cedar Grove Township,"Star-Ledger, The",http://www.nj.com/starledger/,Newspaper
Cedar Grove Township,Tap into Verona/Cedar Grove,https://www.tapinto.net/towns/verona-slash-cedar-grove/,Digital-first (online)
Cedar Grove Township,WBGO-FM,https://www.wbgo.org/category/news,Radio
Cedar Grove Township,WLIW-TV,https://www.wliw.org/,Television
Cedar Grove Township,WLVT-TV,https://www.wlvt.org/,Television
Cedar Grove Township,WNDT-CD,no website,Television
Cedar Grove Township,WNYC-FM,https://www.wnyc.org/,Radio
Chatham Borough,Chatham Courier,http://www.newjerseyhills.com/chatham_courier/,Digital-first (online)
Chatham Borough,"Chathams, The",https://rennamedia.com/publications/the-chathams/,Newspaper
Chatham Borough,Daily Record,http://www.dailyrecord.com/,Newspaper
Chatham Borough,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
Chatham Borough,Patch-Chatham,http://patch.com/new-jersey/chatham,Digital-first (online)
Chatham Borough,TAP into Chatham,https://www.tapinto.net/towns/chatham/,Digital-first (online)
Chatham Borough,WBGO-FM,https://www.wbgo.org/category/news,Radio
Chatham Borough,WLIW-TV,https://www.wliw.org/,Television
Chatham Borough,WLVT-TV,https://www.wlvt.org/,Television
Chatham Borough,WNDT-CD,no website,Television
Chatham Borough,WNYC-FM,https://www.wnyc.org/,Radio
Chatham Township,Chatham Courier,http://www.newjerseyhills.com/chatham_courier/,Digital-first (online)
Chatham Township,"Chathams, The",https://rennamedia.com/publications/the-chathams/,Newspaper
Chatham Township,Daily Record,http://www.dailyrecord.com/,Newspaper
Chatham Township,Jersey Access Group: Chatham Township,no website,Television
Chatham Township,Ledger Local,http://www.nj.com/independentpress/,Digital-first (online)
Chatham Township,WBGO-FM,https://www.wbgo.org/category/news,Radio
Chatham Township,WLIW-TV,https://www.wliw.org/,Television
Chatham Township,WLVT-TV,https://www.wlvt.org/,Television
Chatham Township,WNDT-CD,no website,Television
